area_sqft,bedrooms,bathrooms,stories,garage_spaces,age_years,distance_to_city_km,school_rating,crime_rate,location,condition,has_pool,has_garden,price
839.0,4,3,1,1.0,27.1,1.51,8.9,3.43,Suburban,Excellent,0,0,241891.0
2543.0,2,1,1,2.0,7.6,6.66,5.2,1.72,Urban,Good,0,0,452219.0
2020.0,6,3,1,2.0,8.9,9.72,6.0,1.55,Rural,Good,0,0,292871.0
1530.0,4,3,3,3.0,28.6,1.81,2.3,2.55,Suburban,Fair,0,0,259215.0
2211.0,4,3,1,1.0,22.4,8.83,9.6,1.52,Suburban,Fair,1,0,396219.0
3276.0,4,3,2,2.0,5.1,1.61,4.6,1.53,Suburban,Poor,0,1,522744.0
1918.0,5,2,2,,5.9,7.6,,,Urban,Poor,1,1,429448.0
1961.0,3,1,1,1.0,17.0,4.25,6.3,0.48,Urban,Fair,0,1,395305.0
1501.0,3,3,2,2.0,12.4,8.49,6.3,1.68,Suburban,Excellent,0,0,298800.0
1248.0,4,2,2,2.0,2.7,42.47,8.0,4.32,Urban,Fair,0,0,221236.0
2340.0,4,3,2,2.0,5.6,22.22,9.5,0.82,Urban,Excellent,0,0,509978.0
1244.0,4,2,2,1.0,34.5,0.2,7.0,1.85,Rural,Good,0,0,201818.0
1847.0,3,2,2,1.0,17.5,17.33,7.7,1.06,Suburban,Fair,0,0,271724.0
1490.0,2,2,1,2.0,64.0,0.55,7.1,0.28,Suburban,Good,0,1,256148.0
2111.0,3,2,3,1.0,21.9,24.47,8.3,7.94,Suburban,Fair,1,0,303359.0
2017.0,5,2,1,1.0,42.7,2.65,5.7,4.82,Rural,Excellent,0,1,266743.0
2474.0,4,3,2,3.0,3.7,3.85,8.4,0.2,Urban,Excellent,0,1,573566.0
1468.0,3,2,1,2.0,22.1,0.77,8.5,3.18,Rural,Poor,0,0,193554.0
1625.0,3,2,3,2.0,0.3,0.95,8.4,1.07,Suburban,Excellent,0,1,357529.0
1164.0,3,3,2,1.0,16.7,10.38,5.3,10.0,Urban,Good,0,0,243587.0
1511.0,5,4,2,1.0,9.5,23.11,6.2,0.9,Urban,Fair,1,0,323681.0
2045.0,4,3,1,1.0,6.4,7.55,6.9,0.68,Suburban,Good,0,1,374466.0
2292.0,4,3,1,1.0,29.8,10.07,4.0,2.1,Suburban,Good,0,0,372897.0
1201.0,3,1,2,2.0,28.9,11.48,9.4,4.51,Urban,Fair,0,1,226296.0
2365.0,4,2,2,2.0,0.3,2.44,6.5,0.53,Suburban,Good,0,1,431431.0
2681.0,3,2,1,1.0,14.1,0.37,7.0,3.09,Suburban,Fair,1,1,417948.0
2069.0,4,3,3,0.0,6.9,0.2,5.5,0.16,Suburban,Good,0,1,398619.0
3020.0,3,2,2,1.0,8.1,3.45,4.1,6.28,Rural,Poor,0,0,355289.0
1297.0,3,2,1,1.0,26.8,2.21,5.4,0.21,Rural,Excellent,0,0,196994.0
991.0,4,2,2,0.0,5.6,0.51,6.9,6.14,Suburban,Good,0,0,254284.0
644.0,5,2,2,3.0,43.0,1.58,7.7,1.69,Rural,Fair,0,0,149108.0
2772.0,2,2,2,2.0,3.0,1.06,6.8,1.49,Urban,Fair,0,0,527887.0
2225.0,4,3,1,2.0,16.3,19.71,7.1,9.06,Urban,Fair,0,1,399368.0
1764.0,3,2,2,1.0,16.7,1.21,5.9,10.0,Suburban,Good,1,0,317350.0
1982.0,3,2,2,3.0,4.4,6.17,7.4,2.63,Suburban,Poor,0,1,310049.0
1068.0,1,1,1,2.0,5.9,7.19,9.2,0.34,Suburban,Excellent,1,1,261569.0
3390.0,3,2,2,2.0,27.0,6.27,7.8,1.76,Suburban,Excellent,0,0,529623.0
1884.0,3,2,2,1.0,21.5,0.83,8.0,1.88,Urban,Good,0,0,381096.0
1871.0,2,1,2,3.0,6.0,3.07,7.0,1.81,Urban,Fair,0,0,379912.0
2272.0,3,3,1,2.0,11.5,0.42,3.8,2.11,Rural,Good,0,0,325219.0
2113.0,5,3,2,2.0,1.0,4.03,4.6,0.05,Rural,Good,0,0,307718.0
1946.0,2,1,2,1.0,3.5,1.67,7.3,3.11,Suburban,Good,0,0,327411.0
1286.0,4,2,1,1.0,10.0,6.6,6.5,3.12,Suburban,Good,0,1,239373.0
2106.0,3,2,1,1.0,1.3,9.44,7.3,0.31,Suburban,Good,1,0,344411.0
3023.0,4,2,2,1.0,27.8,6.08,9.5,2.11,Urban,Good,0,1,582015.0
2675.0,3,2,2,2.0,19.0,4.56,7.8,2.1,Suburban,Excellent,0,1,448879.0
2836.0,2,1,1,0.0,43.1,3.92,8.8,2.87,Suburban,Fair,0,0,382033.0
1468.0,2,1,2,0.0,17.7,14.75,6.7,0.22,Suburban,Good,0,0,217497.0
1157.0,2,1,1,1.0,42.3,1.98,5.0,2.46,Urban,Good,1,1,242372.0
1718.0,2,2,2,1.0,12.1,10.6,6.4,0.82,Rural,Poor,0,1,232650.0
1836.0,4,3,3,,13.8,11.33,,,Rural,Good,1,0,272755.0
2511.0,5,2,2,2.0,56.6,4.35,9.3,3.71,Urban,Excellent,1,0,504283.0
700.0,4,3,1,2.0,15.4,2.82,7.9,3.06,Suburban,Good,0,0,195256.0
2794.0,4,3,2,0.0,0.5,5.09,7.4,0.32,Rural,Poor,0,0,329688.0
1697.0,2,1,1,1.0,19.3,0.78,8.7,2.24,Urban,Fair,0,0,335401.0
1523.0,3,2,1,1.0,35.4,0.38,2.9,8.69,Suburban,Fair,0,0,182859.0
1142.0,3,1,2,0.0,23.8,0.95,7.6,0.43,Suburban,Fair,0,1,196404.0
724.0,3,3,2,2.0,13.2,1.66,4.1,4.79,Suburban,Excellent,0,0,169891.0
2335.0,3,2,1,2.0,16.7,5.61,6.5,3.03,Rural,Good,0,0,297425.0
1848.0,3,3,3,2.0,69.4,15.13,5.9,3.72,Suburban,Fair,0,0,233258.0
962.0,3,2,2,2.0,1.4,2.15,7.7,0.83,Urban,Excellent,0,1,306423.0
958.0,3,2,1,0.0,16.5,21.89,6.9,0.85,Urban,Good,0,0,186700.0
1582.0,4,3,2,3.0,5.0,24.79,8.9,5.91,Urban,Fair,0,1,344438.0
2885.0,4,2,2,2.0,15.3,25.53,5.4,1.12,Suburban,Good,1,0,458540.0
1631.0,3,2,2,3.0,14.0,14.54,7.8,0.16,Suburban,Fair,0,0,276098.0
823.0,5,4,2,0.0,2.5,3.62,6.8,2.29,Urban,Excellent,0,0,276843.0
1640.0,6,5,2,3.0,3.5,0.6,3.6,0.33,Suburban,Good,0,1,350799.0
1623.0,3,3,1,2.0,14.6,6.73,4.8,3.98,Suburban,Excellent,0,0,288369.0
400.0,3,2,2,2.0,2.1,6.54,6.2,2.57,Urban,Fair,1,1,159238.0
1765.0,3,2,2,0.0,4.6,15.18,8.5,5.19,Suburban,Excellent,0,1,296961.0
1650.0,5,4,1,2.0,27.0,44.15,7.3,3.84,Suburban,Poor,1,1,255122.0
2253.0,5,2,2,3.0,5.9,5.68,4.4,0.3,Suburban,Excellent,0,0,418233.0
3002.0,2,1,3,2.0,10.0,3.39,6.2,1.2,Urban,Excellent,1,1,631279.0
2532.0,3,2,3,2.0,42.5,1.65,10.0,3.72,Suburban,Good,0,0,393605.0
1625.0,4,2,1,3.0,3.9,0.2,6.7,1.35,Rural,Good,1,0,269741.0
1081.0,3,3,1,1.0,7.4,5.69,5.9,8.97,Suburban,Good,1,0,213384.0
3473.0,2,1,2,2.0,14.0,6.49,7.4,3.33,Suburban,Excellent,0,1,525515.0
1838.0,5,4,1,1.0,21.1,13.94,7.9,0.04,Suburban,Fair,1,0,322105.0
1809.0,4,4,3,3.0,34.8,5.62,5.7,5.3,Urban,Good,0,0,376331.0
1784.0,4,2,1,0.0,37.1,19.86,7.4,0.27,Suburban,Excellent,0,0,286959.0
1929.0,5,4,1,2.0,22.5,7.91,5.9,0.38,Urban,Good,0,0,403124.0
1706.0,4,2,1,2.0,3.9,14.68,7.8,3.32,Urban,Good,1,0,405593.0
1427.0,3,3,1,2.0,0.4,1.28,6.8,5.01,Suburban,Excellent,0,0,330442.0
1445.0,4,2,2,2.0,7.3,15.47,7.4,1.92,Urban,Poor,0,0,307641.0
1779.0,2,2,2,3.0,2.3,8.99,5.1,0.85,Suburban,Good,0,0,321757.0
1447.0,4,2,1,3.0,18.6,1.49,5.0,1.08,Urban,Fair,1,1,356818.0
1337.0,2,1,1,0.0,16.2,1.68,8.2,1.05,Urban,Fair,0,0,300818.0
1869.0,4,3,2,1.0,0.7,20.88,6.4,0.99,Rural,Good,0,0,275342.0
1634.0,3,2,1,0.0,27.2,0.26,7.0,0.7,Rural,Good,0,0,216611.0
2778.0,2,1,2,1.0,4.3,4.97,5.9,2.35,Urban,Good,0,1,520503.0
400.0,2,1,2,2.0,8.5,3.01,8.1,5.77,Suburban,Good,0,0,138339.0
2509.0,1,1,2,3.0,16.5,8.75,5.4,0.92,Urban,Fair,0,0,412096.0
2610.0,4,2,3,2.0,8.4,14.64,6.3,0.52,Suburban,Fair,0,0,402408.0
452.0,4,2,3,0.0,8.7,3.58,7.9,4.56,Suburban,Good,1,1,198344.0
1577.0,3,2,3,0.0,1.0,4.45,8.6,3.38,Urban,Good,0,1,330882.0
1559.0,2,1,1,2.0,7.7,32.1,5.6,6.68,Suburban,Good,0,0,187639.0
885.0,2,1,1,,21.7,12.26,,,Urban,Good,0,0,212988.0
1294.0,1,1,1,1.0,37.0,18.2,7.1,0.39,Urban,Excellent,0,0,243629.0
1078.0,2,1,2,2.0,8.0,4.62,4.6,1.95,Suburban,Good,0,0,183341.0
2939.0,5,2,3,3.0,8.3,2.13,7.2,2.38,Suburban,Poor,0,1,469744.0
2408.0,3,2,2,1.0,18.2,4.25,5.8,1.64,Suburban,Excellent,1,0,437173.0
2627.0,3,3,1,2.0,42.9,10.07,7.3,2.28,Suburban,Excellent,0,1,412547.0
2269.0,2,1,3,1.0,4.7,0.93,6.4,0.5,Suburban,Good,0,0,394804.0
1066.0,3,2,1,2.0,8.7,2.52,6.6,1.63,Suburban,Excellent,0,1,241294.0
1459.0,3,2,1,1.0,23.8,0.38,4.9,2.68,Suburban,Good,0,0,236837.0
2118.0,4,2,1,0.0,14.1,4.53,8.3,1.42,Suburban,Good,0,0,373909.0
1006.0,3,2,1,3.0,1.8,14.06,4.4,2.84,Suburban,Fair,1,1,218905.0
2263.0,2,1,2,1.0,14.8,0.2,4.5,1.5,Suburban,Good,0,0,331975.0
1644.0,3,2,1,2.0,3.1,9.0,7.2,1.01,Suburban,Fair,0,1,278079.0
1556.0,3,1,2,1.0,10.7,21.56,9.4,0.9,Suburban,Fair,1,1,303901.0
2262.0,3,2,2,0.0,11.3,2.16,5.9,1.32,Suburban,Poor,0,0,320970.0
2089.0,6,4,2,0.0,31.3,9.46,7.8,0.06,Suburban,Fair,0,1,375000.0
1565.0,4,2,2,1.0,9.3,29.54,8.4,2.76,Suburban,Good,0,0,251367.0
2554.0,4,2,1,2.0,4.9,26.22,8.0,4.66,Suburban,Good,0,0,386922.0
1097.0,3,3,2,1.0,3.9,2.14,5.9,1.09,Rural,Fair,0,1,194337.0
2200.0,3,2,3,2.0,31.1,0.85,4.5,0.12,Suburban,Excellent,0,1,342884.0
2186.0,3,2,1,2.0,2.8,1.28,2.5,10.0,Rural,Fair,0,0,231144.0
1599.0,4,3,2,2.0,8.3,9.69,6.0,0.77,Suburban,Good,1,1,331933.0
2012.0,4,3,1,1.0,3.1,10.35,8.6,0.34,Rural,Fair,1,1,289208.0
987.0,2,1,1,3.0,22.3,8.97,4.5,1.15,Suburban,Fair,0,0,181068.0
2401.0,3,2,2,1.0,9.6,3.28,7.8,3.35,Rural,Poor,1,1,285128.0
1680.0,3,2,2,1.0,6.5,1.49,4.8,0.87,Urban,Good,0,1,380242.0
1460.0,5,3,1,1.0,6.7,6.95,6.7,2.14,Urban,Good,1,1,351602.0
2482.0,4,3,2,1.0,28.7,5.29,7.8,1.34,Suburban,Fair,0,0,381266.0
1342.0,3,2,2,0.0,12.1,10.44,5.3,0.31,Rural,Good,0,1,181288.0
885.0,2,2,3,2.0,19.0,4.66,6.8,1.0,Suburban,Poor,0,0,198349.0
788.0,4,3,1,1.0,34.1,3.31,5.8,3.23,Urban,Excellent,0,1,204968.0
2194.0,2,1,3,1.0,34.8,2.78,7.8,2.37,Suburban,Good,0,1,341945.0
968.0,3,2,1,2.0,6.0,1.9,6.9,0.32,Suburban,Poor,0,0,162785.0
2941.0,2,1,2,1.0,45.7,2.47,6.6,0.45,Urban,Good,0,0,526437.0
447.0,4,2,1,1.0,0.4,0.8,9.3,2.56,Suburban,Excellent,0,1,203170.0
2903.0,3,2,1,1.0,7.1,3.41,7.7,4.2,Rural,Good,0,1,373919.0
1937.0,3,2,2,2.0,33.9,0.3,5.3,1.07,Rural,Good,1,0,299632.0
1737.0,5,4,1,0.0,4.8,1.65,6.3,2.26,Urban,Good,0,0,400458.0
1446.0,3,2,1,1.0,4.8,10.99,6.4,0.47,Urban,Good,0,1,327401.0
2059.0,3,2,1,2.0,5.4,3.15,6.6,0.93,Suburban,Excellent,0,0,376510.0
1776.0,3,2,2,2.0,14.2,8.83,10.0,0.05,Suburban,Excellent,1,0,371218.0
2517.0,1,1,1,2.0,8.7,10.1,7.2,3.66,Urban,Good,0,1,443425.0
1874.0,4,4,2,2.0,19.5,6.96,2.8,1.28,Suburban,Good,1,0,338915.0
1898.0,2,1,1,0.0,33.8,25.49,5.5,4.23,Suburban,Good,0,0,250266.0
1564.0,3,2,1,1.0,16.8,0.2,3.0,3.08,Rural,Good,0,0,217529.0
1763.0,4,3,1,1.0,3.4,10.74,5.9,4.41,Rural,Excellent,0,1,264638.0
2000.0,4,3,2,0.0,40.5,25.51,2.9,0.84,Urban,Good,0,0,302893.0
688.0,4,2,1,1.0,4.6,15.86,4.9,0.51,Rural,Good,0,1,165395.0
924.0,3,1,1,1.0,2.4,1.47,3.8,8.93,Suburban,Poor,0,1,135832.0
2283.0,1,1,3,2.0,1.4,3.17,7.2,3.16,Suburban,Good,0,0,388675.0
1911.0,4,2,2,2.0,12.4,1.51,6.5,4.49,Suburban,Excellent,0,1,362686.0
1680.0,3,2,1,1.0,1.8,7.36,7.0,0.03,Suburban,Good,0,0,283387.0
1812.0,4,3,1,2.0,2.2,9.96,6.3,1.09,Urban,Fair,0,1,408091.0
2026.0,4,2,2,1.0,5.4,3.05,4.0,3.39,Suburban,Poor,0,0,315902.0
1449.0,4,2,1,1.0,5.0,6.2,7.4,0.2,Urban,Good,0,1,373056.0
1294.0,3,2,1,2.0,13.9,9.39,10.0,2.09,Suburban,Excellent,0,0,266824.0
1927.0,3,3,2,0.0,25.5,4.38,7.2,1.4,Urban,Excellent,1,0,437106.0
1164.0,4,2,2,0.0,21.5,15.39,5.7,0.04,Urban,Excellent,0,1,248342.0
2065.0,3,3,2,1.0,4.6,11.81,3.9,0.67,Suburban,Good,0,0,331947.0
693.0,2,1,1,3.0,4.2,0.53,4.9,0.84,Suburban,Good,1,1,178208.0
2469.0,5,2,1,2.0,50.6,7.76,7.3,0.3,Suburban,Good,0,0,374859.0
2107.0,5,4,2,0.0,0.1,2.15,8.4,2.5,Urban,Good,0,0,480705.0
1966.0,3,2,1,2.0,31.8,6.52,7.0,0.69,Rural,Good,0,1,252949.0
2439.0,2,2,2,2.0,3.3,25.15,7.9,0.81,Suburban,Good,0,0,390646.0
2883.0,3,3,2,2.0,44.1,16.9,7.8,5.71,Urban,Good,0,1,474313.0
2459.0,4,2,1,2.0,6.3,4.15,7.4,1.57,Suburban,Fair,0,0,416162.0
603.0,5,2,3,1.0,8.7,2.76,5.3,1.24,Suburban,Fair,0,0,193640.0
968.0,3,2,2,1.0,18.4,2.14,6.8,3.22,Urban,Excellent,0,1,287007.0
1394.0,2,1,2,2.0,13.3,6.08,5.0,6.01,Suburban,Excellent,0,0,238500.0
1817.0,5,2,1,2.0,5.7,0.97,6.5,0.06,Rural,Good,1,0,260388.0
2136.0,3,1,1,2.0,12.1,6.38,7.1,1.49,Suburban,Poor,0,1,336863.0
1328.0,3,1,2,2.0,19.7,0.2,9.5,2.36,Urban,Excellent,0,0,329484.0
1921.0,6,5,1,,0.6,3.13,,,Rural,Good,0,0,293473.0
1309.0,2,1,3,3.0,0.2,1.99,7.4,3.7,Urban,Good,0,1,312878.0
1403.0,4,3,1,2.0,9.2,28.38,9.2,8.89,Rural,Good,0,1,219995.0
886.0,2,1,2,2.0,2.1,10.39,7.9,7.18,Urban,Good,0,0,190408.0
1200.0,3,2,1,3.0,16.4,3.44,8.0,0.77,Suburban,Good,0,0,259133.0
921.0,4,2,2,0.0,3.6,0.78,7.6,0.64,Suburban,Excellent,0,1,254300.0
1166.0,3,2,1,1.0,8.5,5.82,8.8,7.9,Urban,Fair,0,0,237518.0
2485.0,6,2,1,1.0,3.3,1.92,4.5,1.53,Suburban,Fair,0,0,420994.0
1183.0,4,3,1,2.0,11.9,6.15,4.0,0.58,Suburban,Poor,0,1,247000.0
3511.0,3,3,2,2.0,1.9,14.43,6.5,3.07,Urban,Fair,0,0,606872.0
2121.0,3,2,1,2.0,0.4,7.65,2.6,0.84,Suburban,Fair,0,1,334367.0
1920.0,3,2,3,0.0,0.8,8.04,8.7,0.78,Suburban,Fair,0,1,347389.0
1242.0,3,2,2,1.0,46.3,6.23,8.7,5.29,Urban,Poor,0,1,232769.0
2255.0,2,1,1,2.0,2.3,20.97,5.7,0.44,Rural,Fair,0,1,266855.0
1426.0,3,3,2,1.0,18.5,21.49,5.8,0.17,Rural,Fair,0,0,177295.0
1879.0,3,3,1,1.0,1.1,5.75,6.4,0.78,Urban,Poor,0,0,322666.0
3464.0,4,2,3,1.0,1.7,2.92,6.6,2.33,Suburban,Good,0,1,539486.0
1738.0,4,3,2,1.0,10.7,4.92,6.7,0.33,Urban,Good,1,0,390059.0
2547.0,4,3,1,2.0,9.4,1.65,7.5,1.59,Suburban,Fair,0,1,438581.0
1343.0,1,1,1,1.0,45.4,8.09,6.2,2.47,Rural,Good,0,0,147328.0
1777.0,3,2,1,2.0,43.5,5.55,8.2,4.72,Suburban,Excellent,0,1,295690.0
2951.0,4,3,3,0.0,22.7,0.87,7.3,0.65,Rural,Excellent,1,0,411789.0
1392.0,3,2,1,2.0,13.8,1.76,5.4,4.25,Suburban,Poor,0,0,205773.0
2978.0,1,1,2,1.0,9.1,5.23,8.9,0.67,Suburban,Good,0,0,481500.0
2260.0,4,2,1,2.0,6.6,17.48,4.1,2.82,Rural,Good,1,1,329183.0
1434.0,4,3,3,2.0,44.1,6.68,6.3,1.41,Suburban,Poor,0,0,255436.0
2211.0,3,2,1,1.0,13.9,9.15,8.2,0.3,Suburban,Fair,0,1,367387.0
2432.0,2,1,2,2.0,13.0,3.31,5.2,3.13,Suburban,Fair,1,0,377058.0
2204.0,4,2,2,2.0,4.0,6.78,7.1,0.61,Urban,Good,0,0,490514.0
779.0,4,4,2,1.0,0.7,4.74,7.5,0.49,Urban,Good,0,1,263011.0
1327.0,4,2,1,1.0,43.6,8.61,5.0,1.11,Rural,Good,0,0,159965.0
1639.0,4,3,1,3.0,5.6,0.42,6.4,2.65,Suburban,Fair,1,0,315221.0
1752.0,4,2,1,2.0,8.8,5.44,6.2,0.67,Rural,Fair,0,0,255929.0
2203.0,3,1,2,1.0,1.8,2.81,5.5,0.51,Urban,Fair,0,1,416360.0
1916.0,2,1,1,1.0,27.2,3.16,10.0,0.03,Suburban,Good,0,1,321197.0
932.0,4,3,2,2.0,0.4,25.94,5.1,1.59,Rural,Excellent,0,0,142255.0
2047.0,4,2,1,2.0,26.9,1.61,8.3,1.4,Urban,Good,0,0,428697.0
2197.0,4,2,2,2.0,2.3,2.98,5.8,0.67,Urban,Excellent,0,0,454298.0
2164.0,2,1,3,1.0,32.6,5.71,4.5,0.14,Suburban,Good,0,1,314481.0
2503.0,2,1,2,2.0,19.6,15.9,6.7,1.4,Suburban,Good,0,0,390790.0
2342.0,5,4,1,1.0,2.7,4.31,7.7,3.88,Urban,Good,1,1,545222.0
2098.0,4,3,1,1.0,12.5,10.9,8.2,3.14,Rural,Good,0,0,292690.0
1754.0,5,3,1,2.0,5.6,15.52,9.3,4.93,Rural,Good,1,1,286855.0
720.0,4,3,1,3.0,2.9,2.97,10.0,0.02,Suburban,Excellent,0,0,235376.0
2079.0,4,3,2,1.0,29.4,3.99,7.0,8.48,Suburban,Good,1,1,340369.0
1935.0,4,2,2,1.0,7.8,3.53,5.3,1.04,Rural,Fair,1,0,272302.0
1977.0,5,4,3,,7.6,14.31,,,Suburban,Good,0,0,313074.0
970.0,4,3,1,2.0,2.8,0.36,6.0,0.73,Urban,Excellent,0,1,318613.0
1097.0,4,2,2,2.0,7.2,2.95,8.2,1.59,Urban,Good,0,1,310398.0
2485.0,2,1,2,2.0,30.8,9.1,4.2,1.09,Urban,Good,1,0,430907.0
1774.0,3,3,2,0.0,6.8,6.67,10.0,1.1,Urban,Poor,1,1,413892.0
2243.0,4,3,1,3.0,45.4,4.59,8.0,4.62,Urban,Good,0,0,434309.0
1818.0,3,1,2,2.0,43.9,6.21,3.5,3.43,Suburban,Poor,0,0,244499.0
1819.0,3,2,2,2.0,2.3,1.76,5.2,10.0,Urban,Poor,0,0,314304.0
2410.0,3,2,2,2.0,2.9,4.51,8.0,2.38,Urban,Good,0,0,485647.0
1465.0,3,2,3,2.0,29.8,5.57,8.6,1.56,Suburban,Fair,1,1,293102.0
1862.0,3,2,1,0.0,7.5,18.52,4.2,0.24,Urban,Good,0,0,346651.0
1500.0,3,3,1,1.0,0.1,2.42,7.8,10.0,Suburban,Excellent,1,0,334794.0
1518.0,5,3,2,2.0,4.8,16.19,3.0,2.0,Urban,Fair,1,0,331919.0
1599.0,3,2,2,1.0,13.7,8.27,6.3,3.01,Rural,Good,1,0,229349.0
1944.0,2,1,1,0.0,24.1,0.2,8.5,1.31,Rural,Good,0,1,270190.0
1489.0,2,1,2,2.0,2.1,10.32,5.5,1.98,Suburban,Fair,0,1,228530.0
2616.0,4,2,3,2.0,1.8,0.29,3.8,7.14,Suburban,Good,0,0,438373.0
1219.0,3,3,3,1.0,38.3,47.56,6.8,0.46,Rural,Good,0,0,108433.0
1679.0,4,3,1,2.0,20.9,16.49,5.4,0.86,Urban,Good,0,1,358958.0
1514.0,4,3,2,2.0,13.4,2.82,7.6,0.41,Rural,Excellent,0,0,249904.0
2741.0,4,3,2,2.0,22.0,2.38,4.9,3.93,Suburban,Good,0,0,440487.0
1928.0,3,2,2,2.0,8.4,3.84,5.1,0.16,Suburban,Excellent,0,0,370142.0
2471.0,4,3,2,1.0,21.3,3.52,2.9,0.21,Suburban,Good,0,0,397384.0
834.0,3,2,2,1.0,7.0,3.73,6.8,0.89,Suburban,Fair,0,1,171424.0
1974.0,5,3,2,1.0,4.2,3.07,6.2,1.8,Suburban,Good,0,1,357534.0
2378.0,4,4,1,2.0,19.6,7.76,4.4,1.3,Suburban,Fair,0,1,366618.0
1853.0,3,2,2,2.0,8.2,1.44,6.8,0.11,Suburban,Good,0,0,306059.0
2493.0,3,2,2,2.0,59.8,14.97,8.3,7.9,Urban,Good,1,0,438536.0
1464.0,2,2,1,2.0,6.4,13.39,6.1,7.64,Suburban,Good,0,1,243799.0
2716.0,4,2,3,2.0,38.2,5.18,7.0,0.82,Suburban,Fair,0,1,396667.0
3294.0,3,2,2,2.0,40.5,15.32,7.0,3.29,Urban,Good,0,1,582389.0
1564.0,4,2,2,1.0,4.2,2.27,4.3,2.16,Urban,Fair,0,0,316629.0
1510.0,3,2,1,0.0,24.0,0.2,10.0,0.68,Urban,Good,0,1,347397.0
2745.0,4,3,2,2.0,8.5,7.72,5.7,0.76,Suburban,Good,0,0,435013.0
2827.0,4,3,1,0.0,37.4,4.9,7.7,1.69,Suburban,Excellent,0,0,407643.0
1460.0,4,3,1,1.0,9.0,6.7,7.9,1.36,Urban,Fair,0,1,307386.0
1527.0,4,3,2,2.0,20.5,18.37,6.2,0.86,Rural,Good,0,1,216902.0
1617.0,2,1,1,1.0,9.4,28.03,7.6,4.12,Suburban,Good,0,1,257133.0
926.0,2,2,2,2.0,3.9,8.05,6.9,1.64,Suburban,Excellent,0,1,233469.0
1203.0,4,2,1,1.0,3.3,11.55,3.9,2.66,Urban,Good,1,0,293559.0
1147.0,3,2,1,0.0,8.3,0.7,5.9,0.52,Suburban,Fair,0,0,180308.0
1301.0,3,2,1,1.0,21.1,1.4,5.4,1.91,Suburban,Good,1,1,286270.0
1777.0,1,1,3,2.0,13.9,10.57,5.7,0.96,Rural,Good,0,0,234123.0
1952.0,3,1,2,1.0,17.5,4.52,4.2,1.87,Suburban,Good,0,0,308387.0
2808.0,1,1,2,2.0,5.0,4.72,8.5,3.79,Suburban,Excellent,0,0,466739.0
1151.0,5,3,1,2.0,9.9,2.95,9.4,3.66,Rural,Fair,0,0,225079.0
2440.0,3,2,1,3.0,0.7,7.48,8.3,1.09,Urban,Excellent,1,1,565417.0
1661.0,4,4,3,1.0,25.5,1.64,8.8,2.96,Urban,Poor,0,0,336984.0
1768.0,1,1,1,1.0,68.9,7.89,5.9,7.09,Suburban,Excellent,0,0,200905.0
2239.0,4,3,1,2.0,7.8,1.53,5.4,2.46,Urban,Excellent,0,1,504479.0
1070.0,3,1,2,3.0,0.2,0.53,5.1,0.4,Urban,Good,0,0,262525.0
2049.0,5,3,1,3.0,2.8,3.21,7.7,2.85,Suburban,Good,0,1,428383.0
1908.0,5,4,2,1.0,15.9,2.1,6.9,0.28,Urban,Poor,0,0,394707.0
2120.0,3,2,2,2.0,14.2,17.59,6.4,5.14,Suburban,Poor,0,1,281487.0
1988.0,5,4,1,1.0,23.3,0.45,8.8,1.82,Rural,Fair,0,0,262421.0
3396.0,6,4,1,0.0,4.4,1.55,7.2,1.22,Urban,Fair,1,0,646373.0
1385.0,4,2,1,0.0,21.6,6.37,5.0,0.15,Urban,Good,0,0,295974.0
1455.0,4,3,2,1.0,17.5,5.25,5.3,1.2,Urban,Fair,1,0,330497.0
1395.0,3,2,2,1.0,5.8,0.38,7.7,5.84,Urban,Excellent,0,1,322711.0
1439.0,4,3,1,0.0,11.8,0.2,8.4,0.05,Urban,Good,0,0,342420.0
1386.0,2,1,1,2.0,2.4,35.43,7.5,1.61,Urban,Good,0,1,236796.0
2573.0,2,2,2,1.0,9.0,8.6,9.9,6.69,Suburban,Good,0,0,407815.0
2723.0,6,5,2,2.0,32.0,3.64,9.4,1.26,Urban,Fair,0,1,554753.0
1429.0,3,2,1,1.0,8.2,5.09,7.3,1.4,Suburban,Fair,0,1,254067.0
1259.0,4,2,1,1.0,27.4,2.48,5.0,2.16,Rural,Fair,0,0,150328.0
2106.0,4,3,1,1.0,13.4,3.38,4.1,1.55,Suburban,Good,0,0,347981.0
1441.0,5,4,2,1.0,3.2,8.38,5.8,0.46,Suburban,Good,1,1,319412.0
2211.0,6,4,3,2.0,13.1,17.15,7.9,0.05,Urban,Fair,1,0,488440.0
1932.0,3,2,1,1.0,10.6,1.63,9.8,2.35,Suburban,Excellent,0,0,362064.0
815.0,1,1,2,2.0,7.6,14.68,7.3,6.34,Suburban,Poor,0,1,138026.0
2806.0,3,2,1,1.0,1.9,1.04,8.6,0.28,Urban,Good,0,1,552529.0
2967.0,2,1,1,2.0,8.1,1.94,6.1,0.59,Rural,Good,0,1,341663.0
1402.0,1,1,1,2.0,1.1,0.3,7.6,1.16,Urban,Good,0,1,341270.0
1548.0,3,1,2,0.0,1.6,1.21,8.0,4.14,Urban,Excellent,0,0,339472.0
1986.0,4,2,2,1.0,8.1,19.94,2.9,0.78,Rural,Good,0,1,238919.0
2017.0,4,2,2,0.0,5.5,4.92,5.8,5.34,Rural,Good,0,0,270185.0
